code,num
C1072,681.7909206
C1128,1083.280374
C1456,525.4702029
C1840,490.934408
C1332,997.1191656
C1563,1462.20987
C1794,??938.250414
C1640,505.0186434
C1377,361.9838576
C2072,273.5580193
C1472,456.0234543
C1006,329.6233759
C1083,448.4521158
C1311,118.8155284
C2676,306.4653375
C2318,269.3736988
C1603,463.9644275
C2523,337.2746285
C2177,142.1425184
C2411,725.5583243
C2033,251.9233668
C1604,478.9793067
C2535,543.7378356
C1040,500.7541559
C2417,521.9186246
C1812,129.8324122
C2253,110.3001048
C1294,617.4006622
C1772,640.0230351
C2646,559.1179862
C1152,1046.425916
C2423,183.9655308
C1844,460.9932041
C1318,186.6613411
C1729,104.3148763
C1602,290.124615
C1239,382.1087631
C1721,579.5349043
C1902,757.3419228
C1855,296.6799935
C2600,402.09393
C1071,483.8666072
C2295,415.7791861
C1621,508.5747927
C1852,726.4158495
C2555,1107.860548
C1297,434.2627965
C2323,546.7977168
C2215,331.9079096
C2112,326.9832433
C1830,738.3550317
C2602,293.1722322
C2608,1060.962641
C1215,??618.738073
C2369,582.5929529
C1158,318.7019477
C1887,585.9360613
C1189,286.2804721
C1637,487.1787068
C1225,283.8942384
C2374,366.6185354
C2397,535.6430195
C1105,813.7598292
C1782,447.7846498
C1629,288.9679598
C1708,281.5419587
C2144,527.3459646
C1617,996.5827646
C1149,593.0398785
C1323,491.9982384
C1064,651.4561937
C1019,262.9132914
C2269,518.8108581
C1416,773.7554285
C1250,923.2814111
C1741,472.5034538
C1016,629.1346008
C2675,934.2378232
C2436,730.7280878
C2039,765.4253424
C1253,678.5066863
C2028,1191.323125
C1166,360.7949915
C1135,235.9088077
C1216,321.4556667
C1593,218.5401306
C1826,250.2225169
C1827,399.0308712
C1564,279.7114264
C1495,896.4247237
C2653,804.3909144
C1392,567.8141379
C2128,342.4535026
C1282,597.9179755
C1521,1117.966377
C2076,937.5152923
C1060,560.9556396
C2473,1028.621678
C2557,819.5717387
C1835,807.5939173
C2224,759.0599442
C2222,330.2996205
C2430,1594.415191
C2497,889.2883211
C1494,1010.467185
C1457,614.5003582
C1525,1065.380296
C1712,573.6190292
C2267,908.0113101
C1623,320.4895055
C2131,1400.949086
C2691,1097.081717
C1147,823.5941854
C1692,1043.366132
C1570,846.9981964
C1474,151.6904266
C1633,244.4294826
C2113,618.3114655
C2175,914.9483545
C2303,1300.261601
C2547,523.4498751
C2292,773.6930986
C1496,831.5717485
C1289,380.8869532
C1849,705.5154489
C1003,270.1696481
C2268,479.1408426
C2551,606.3233377
C2688,126.2546965
C1030,-10.44327239
C1327,33.92969442
C2451,799.9940061
C1749,507.2023725
C1349,216.0496835
C2043,231.7589188
C1229,231.4978893
C2363,439.8863397
C1414,457.259241
C2174,507.8825914
C2091,189.021804
C2335,517.7164925
C1841,22.12872443
C2404,40.47251057
C1683,164.9817114
C1038,275.9392848
C2456,272.2737376
C1266,513.2141608
C2152,-9.097026651
C1267,451.5097096
C2189,272.0221973
