code,num
C1072,586.7600564
C1128,1002.370824
C1456,468.8362261
C1840,434.6559622
C1332,1052.901672
C1563,1419.503265
C1794,921.2318457
C1640,339.8617378
C1377,202.856235
C2072,277.5393137
C1472,507.6960338
C1006,352.1329777
C1083,461.7149525
C1311,45.68394175
C2676,298.3607826
C2318,242.1690526
C1603,500.220898
C2523,374.3717692
C2177,200.5220048
C2411,723.525017
C2033,193.5940588
C1604,450.3899667
C2535,494.6476516
C1040,455.9245358
C2417,466.2061511
C1812,105.3158725
C2253,147.7192962
C1294,633.9829239
C1772,548.0354846
C2646,571.8909191
C1152,997.3920117
C2423,228.115575
C1844,498.4483
C1318,211.2588404
C1729,147.8328978
C1602,288.9151021
C1239,345.3107201
C1721,647.0580974
C1902,837.2209873
C1855,275.1190323
C2600,365.8239991
C1071,482.9470574
C2295,425.1145036
C1621,574.7160723
C1852,644.2953904
C2555,1230.109338
C1297,489.4753893
C2323,632.8154507
C2215,469.520467
C2112,270.1537981
C1830,796.060334
C2602,246.7482059
C2608,1078.262126
C1215,669.9759908
C2369,646.602883
C1158,303.9289219
C1887,610.0636295
C1189,256.5993083
C1637,522.9438346
C1225,298.6292506
C2374,324.3778589
C2397,593.6882757
C1105,876.0027173
C1782,494.7574022
C1629,333.79812
C1708,299.8050772
C2144,499.6467379
C1617,947.7133358
C1149,591.0916278
C1323,501.7814739
C1064,727.5971835
C1019,291.6913895
C2269,566.9256277
C1416,827.8707635
C1250,934.3817986
C1741,469.8647175
C1016,638.4187392
C2675,678.7509801
C2436,584.8651358
C2039,745.8449956
C1253,659.2451002
C2028,1171.152837
C1166,351.5350375
C1135,291.2077119
C1216,292.2920213
C1593,220.6880719
C1826,234.46472
C1827,390.655347
C1564,272.0828104
C1495,911.4018278
C2653,837.9674122
C1392,572.3515515
C2128,387.8791388
C1282,551.1568002
C1521,1080.551618
C2076,963.2997072
C1060,463.0756497
C2473,1074.068592
C2557,763.4608601
C1835,692.3666348
C2224,756.1945227
C2222,319.8285461
C2430,967.1933869
C2497,441.3041418
C1494,960.1675881
C1457,566.9125311
C1525,978.8092917
C1712,562.1946085
C2267,964.2037189
C1623,304.3007426
C2131,836.1948008
C2691,1100.128266
C1147,796.9853955
C1692,1008.394615
C1570,845.7208837
C1474,106.762473
C1633,151.0186256
C2113,623.8611909
C2175,864.1612676
C2303,1292.49829
C2547,501.8393526
C2292,848.9385762
C1496,754.2868519
C1289,318.3018262
C1849,805.0638327
C1003,205.0465455
C2268,535.0034596
C2551,662.8928982
C2688,77.25195508
C1030,-74.74149471
C1327,-65.56735856
C2451,691.9370612
C1749,414.811999
C1349,274.1914681
C2043,210.2860261
C1229,446.273208
C2363,297.3843168
C1414,530.8617714
C2174,482.9046767
C2091,128.9785778
C2335,-883.3145513
C1841,145.5294097
C2404,-182.9016204
C1683,37.78536215
C1038,230.7722977
C2456,232.9332269
C1266,382.416895
C2152,-25.96944833
C1267,461.5056302
C2189,166.2230691
