code,num
C1072,717.8532127906109
C1128,1237.892868644126
C1456,524.3257324379363
C1840,526.1818306426643
C1332,1131.4303917369475
C1563,1644.6857057190682
C1794,819.986719752164
C1640,502.4826287828838
C1377,341.0631555582951
C2072,260.4691509216292
C1472,446.6975528639853
C1006,300.56646695755614
C1083,450.6818306457009
C1311,276.3016227454351
C2676,292.4498088087615
C2318,262.95548377027933
C1603,443.4253121153557
C2523,295.94689735206146
C2177,161.9837319422056
C2411,616.7348750023241
C2033,249.93439805210883
C1604,514.0649103415547
C2535,527.6566488972794
C1040,431.9514582626715
C2417,399.34639463727217
C1812,199.47839035775638
C2253,174.73738122346248
C1294,674.3934072240986
C1772,497.4407135306127
C2646,596.1241236923008
C1152,935.8427764767985
C2423,196.39872116960996
C1844,405.04580236636684
C1318,208.1881856892913
C1729,157.2910393260729
C1602,284.22404286030167
C1239,334.1120638886378
C1721,577.4621930722788
C1902,823.7807385403512
C1855,377.2788017473396
C2600,417.9031089896819
C1071,514.5719509579046
C2295,470.8311176647841
C1621,590.6076052441877
C1852,833.070605590248
C2555,1215.3250339612198
C1297,495.22083073256056
C2323,598.6026900390441
C2215,330.17626990846986
C2112,355.96668344171763
C1830,825.7554226316854
C2602,260.0190318517867
C2608,1094.867090328234
C1215,585.0141542875441
C2369,640.0750612913155
C1158,296.22600384721284
C1887,603.6191745911798
C1189,309.4945621701504
C1637,444.46516602201444
C1225,227.5001037905782
C2374,315.5618538517962
C2397,623.9899214840468
C1105,954.8185066842886
C1782,471.11171521682564
C1629,218.4997902939398
C1708,247.76019823904807
C2144,533.7231855377477
C1617,988.7190000463061
C1149,558.8042925256725
C1323,437.39725391897963
C1064,680.7161864853043
C1019,256.82961860141916
C2269,659.2686148417154
C1416,837.0642999617246
C1250,891.2588036796802
C1741,495.2813891880913
C1016,653.6849022645933
C2675,901.0871195600206
C2436,708.3006719804285
C2039,783.9781335741587
C1253,739.8738642526672
C2028,1248.0694099944262
C1166,360.47737958872955
C1135,283.857756928014
C1216,309.64817950467256
C1593,247.28836375819802
C1826,234.5439625410417
C1827,400.58248045874166
C1564,266.47398515511634
C1495,941.1624334971006
C2653,959.6902288580783
C1392,595.6580780167112
C2128,295.48582281839276
C1282,517.1677971655837
C1521,1005.7330401863225
C2076,932.3069476446993
C1060,602.0558829734955
C2473,1031.9435274759048
C2557,784.3753174019924
C1835,751.3839327852047
C2224,849.1214586383027
C2222,420.8657700915983
C2430,823.1910261264056
C2497,729.3827930659625
C1494,1122.2239573845973
C1457,616.937105500085
C1525,1173.0470329002414
C1712,546.0547504618502
C2267,962.8250025420206
C1623,304.58723550600405
C2131,563.0869970857199
C2691,1193.4779720023284
C1147,787.1837090332726
C1692,1054.6488111955753
C1570,727.6838986257605
C1474,181.91564778445937
C1633,189.0080065732871
C2113,540.8263096998612
C2175,954.0244491154956
C2303,1512.1215617423761
C2547,553.3274440126527
C2292,682.6486249190887
C1496,742.2938721465065
C1289,371.77872631168987
C1849,714.0362593640752
C1003,207.1929584289879
C2268,409.5144274204981
C2551,524.7738192879667
C2688,153.99942805315064
C1030,120.71512549942918
C1327,121.99058296750084
C2451,536.7224750302869
C1749,497.8743521404811
C1349,225.9647342877372
C2043,173.22980522208655
C1229,232.79291542156164
C2363,443.41508208761377
C1414,416.37410465474704
C2174,433.1629468464286
C2091,170.95331356828464
C2335,415.45432552062977
C1841,91.47038792596734
C2404,140.76673828860015
C1683,163.2895987919431
C1038,341.6215275427482
C2456,228.35860631773284
C1266,426.4820938778985
C2152,141.00068377634756
C1267,375.0649573590002
C2189,198.4834418875063
