code,num
C1072,731.9824386496517
C1128,1279.9115751191712
C1456,500.57871837524146
C1840,500.97122994515087
C1332,1166.0049185112107
C1563,1815.629556924762
C1794,825.2857803469899
C1640,515.4111884301357
C1377,348.06277945650595
C2072,276.26039428271173
C1472,427.91033111978066
C1006,230.37502368768438
C1083,426.1952993893968
C1311,259.38936276863797
C2676,238.50755887388885
C2318,208.98017905325787
C1603,435.58248352850353
C2523,314.39597263151205
C2177,103.46598140149754
C2411,679.9131731655314
C2033,192.25211076397744
C1604,474.7446396830216
C2535,529.8169436987769
C1040,411.57957990851526
C2417,419.5951679044683
C1812,179.3361716532824
C2253,147.21514250269774
C1294,658.7952417573343
C1772,526.5506564712402
C2646,566.5030113200031
C1152,911.4796928797286
C2423,159.05102922715975
C1844,416.9730482410897
C1318,173.18067147614042
C1729,122.15334522592771
C1602,281.3845326880356
C1239,355.1642971658732
C1721,604.746619212676
C1902,812.4361254826144
C1855,357.80629034595387
C2600,440.4324469431841
C1071,525.5953888126968
C2295,449.0663549015159
C1621,578.0841737464294
C1852,819.7570044397122
C2555,1233.2126369740731
C1297,475.2216752581339
C2323,594.1223867573912
C2215,360.6998177078784
C2112,352.1353871480803
C1830,810.6613384979976
C2602,258.6328274314407
C2608,1088.6832135152788
C1215,579.6348005362262
C2369,623.4278250438825
C1158,281.6330501910054
C1887,605.2887951957664
C1189,271.69175070964445
C1637,435.86906480224326
C1225,230.02037706594328
C2374,314.2848896586193
C2397,636.2033454340607
C1105,958.1574353596676
C1782,467.7213470967334
C1629,218.16611214953082
C1708,223.4271641229472
C2144,520.8861031503944
C1617,1009.8643920955623
C1149,583.336477706687
C1323,444.38426869945107
C1064,678.4194925066179
C1019,232.42331255637336
C2269,613.229030287404
C1416,812.592513275082
C1250,918.8207140077775
C1741,471.05176228500613
C1016,668.4665105682492
C2675,990.5037057593239
C2436,736.8275200170997
C2039,823.494737092693
C1253,738.2357639125632
C2028,1273.5889002491676
C1166,369.95146414364433
C1135,277.6856436957855
C1216,270.8720368146088
C1593,225.96113084513186
C1826,226.69029479208143
C1827,390.70249017962294
C1564,281.7009722970689
C1495,926.59279189427
C2653,911.5572909459436
C1392,616.8996638284191
C2128,312.83026589272714
C1282,542.6757949736391
C1521,1052.6266363450472
C2076,900.9181519734113
C1060,633.3082831195852
C2473,1106.8050860107985
C2557,743.086917911676
C1835,764.6505286860933
C2224,802.350168072672
C2222,404.598116651215
C2430,841.1997715393693
C2497,760.8505647519501
C1494,1099.1722331531414
C1457,595.3932952821417
C1525,1258.3305744100317
C1712,553.3185628891281
C2267,909.6527714991498
C1623,301.3095138443133
C2131,602.4351682467264
C2691,1208.518910226541
C1147,845.1754142592029
C1692,1038.476858175467
C1570,729.2637410695767
C1474,122.32677599034473
C1633,157.33644378949367
C2113,584.2852575576294
C2175,952.8810590633375
C2303,1526.234493037405
C2547,558.9973389560016
C2292,722.0151118696419
C1496,828.1426844414434
C1289,371.73093435768516
C1849,751.2892190828286
C1003,194.98314472882052
C2268,362.54139551831037
C2551,533.6440637278604
C2688,75.36753191222832
C1030,122.0621615864815
C1327,79.07089282118807
C2451,564.4119533037605
C1749,522.6007201233629
C1349,229.83250139983642
C2043,197.0883018837817
C1229,220.94529660474797
C2363,454.54991478211707
C1414,444.19987761864843
C2174,389.3411318233425
C2091,122.05731944592608
C2335,387.93481586566577
C1841,114.13566851406009
C2404,99.29375382501915
C1683,201.46947444248443
C1038,309.85593256485004
C2456,213.33661998304183
C1266,440.7202334118465
C2152,78.69784333441734
C1267,363.1609221377129
C2189,154.24995563841043
