code,num
C1072,709.9320448296264
C1128,1239.449071448463
C1456,502.23898340129534
C1840,516.7826805291467
C1332,1143.7612619513657
C1563,1781.6442788215998
C1794,816.6517166872096
C1640,493.5571347643345
C1377,341.2820733158529
C2072,257.09520907152756
C1472,435.6601581186329
C1006,248.25812907542004
C1083,425.155101545479
C1311,261.62180127975137
C2676,217.80719541401567
C2318,221.84689215007538
C1603,444.4872292369047
C2523,304.14804288555933
C2177,121.80045842433337
C2411,663.1097964127888
C2033,228.16528780940104
C1604,478.2645803165159
C2535,523.7419216405178
C1040,406.731806612495
C2417,402.0824320840935
C1812,193.8408166130247
C2253,181.0796931108718
C1294,634.2262815073718
C1772,510.75423814487067
C2646,568.0837803085413
C1152,949.0393516389961
C2423,177.22832915510116
C1844,422.7247031961154
C1318,164.30075005303578
C1729,127.53675327127455
C1602,294.94943091352224
C1239,349.97454474839526
C1721,583.6618632387166
C1902,800.4446914891938
C1855,361.7780765685071
C2600,425.78030872363377
C1071,523.7383025890351
C2295,464.41899354187433
C1621,603.7576279641644
C1852,810.3021576729474
C2555,1220.4419556199423
C1297,472.20792186052023
C2323,600.5359473631936
C2215,366.7211074155106
C2112,347.13059533353044
C1830,815.1023048835052
C2602,252.71960778993304
C2608,1097.675695499866
C1215,581.2044216718955
C2369,643.5634115376114
C1158,291.6480646911124
C1887,627.3178657874112
C1189,274.46739269025267
C1637,433.9817434280778
C1225,237.94178071162537
C2374,321.502017397277
C2397,640.2141382303304
C1105,950.7782759691515
C1782,465.3832392986134
C1629,228.71344515673928
C1708,225.06175195451948
C2144,519.4622329828486
C1617,1016.5981084535664
C1149,556.1334709616355
C1323,448.06843736409644
C1064,696.3613680389128
C1019,231.92035562376435
C2269,656.8915288456994
C1416,840.4429580347527
C1250,890.8030843471466
C1741,491.57956457777425
C1016,655.5164788805707
C2675,925.795948304925
C2436,728.9953771381249
C2039,833.730091965331
C1253,764.5452980856828
C2028,1290.7560832047482
C1166,367.6116240451239
C1135,284.4998445966306
C1216,263.17718384751134
C1593,236.93484454711648
C1826,225.97738841759715
C1827,398.5472259016377
C1564,281.29896992664345
C1495,933.7895887861514
C2653,950.6158391703418
C1392,598.9211455123342
C2128,284.1555055145018
C1282,519.05805475714
C1521,1053.5809556082706
C2076,919.2658670475579
C1060,634.4788993688499
C2473,1093.0988777642738
C2557,780.066491373802
C1835,785.4716278719558
C2224,820.563902869844
C2222,417.7490541518444
C2430,809.3777091490609
C2497,714.6481476298895
C1494,1132.611293021039
C1457,600.0713899292007
C1525,1235.024859184631
C1712,546.6271217169799
C2267,982.0287489116475
C1623,307.4625357526958
C2131,558.0295693235969
C2691,1221.3479453891862
C1147,795.783153010244
C1692,1038.4309380438033
C1570,753.2464151442184
C1474,143.30944599800273
C1633,167.4587555766257
C2113,517.2376586431898
C2175,937.413214411605
C2303,1514.030473481713
C2547,551.1190775422148
C2292,687.6388668647983
C1496,816.9548425457131
C1289,359.2691318083566
C1849,714.3978821650292
C1003,183.35545249519942
C2268,408.154576724177
C2551,509.52806648059385
C2688,96.95303094602826
C1030,138.48121654704673
C1327,90.6869934890987
C2451,551.9408571769161
C1749,503.7923111010793
C1349,247.71720406075178
C2043,188.88047576247965
C1229,209.2689181169497
C2363,477.4340850487285
C1414,461.40552410609064
C2174,410.0572294223418
C2091,154.50732001763063
C2335,411.5660635854264
C1841,102.11300011886536
C2404,116.44253195662836
C1683,158.86523446540124
C1038,330.4663972935888
C2456,215.06897070851824
C1266,421.8221055287642
C2152,48.4056162859986
C1267,360.6664889222806
C2189,174.73360257098906
